sample_id,crop_type,state,season,soil_type,temperature_celsius,humidity_percent,rainfall_mm,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,wind_speed_kmh,sunlight_hours,leaf_wetness_hours,field_area_hectares,days_after_sowing,irrigation_type,prev_disease_history,disease_label,severity_score,severity_label,treatment_cost_inr,yield_loss_percent
FDP-00131,Sorghum,Rajasthan,Zaid,Silty Clay,20.1,87.1,280.64,5.4,39.1,31.6,31.7,3.9,7.2,3.9,17.53,100,Rainfed,0,Root Rot,0.548,Moderate,7450,43.5
FDP-00132,Wheat,Madhya Pradesh,Rabi,Silty Clay,24.7,60.1,49.91,7.36,63.2,47.4,62.3,15.9,10.1,4.0,12.81,60,Furrow,0,Powdery Mildew,0.655,Moderate,3267,36.4
FDP-00133,Rice,West Bengal,Rabi,Red Laterite,23.2,51.2,89.84,6.7,80.4,63.5,69.5,9.2,8.0,8.5,3.09,62,Sprinkler,0,Healthy,0.057,None,0,0.0
FDP-00134,Barley,Karnataka,Zaid,Silty Clay,17.0,86.0,220.0,7.01,54.6,33.9,52.5,3.3,12.0,2.0,17.53,97,Furrow,0,Downy Mildew,0.95,Severe,16763,46.0
FDP-00135,Potato,Uttar Pradesh,Rabi,Loam,29.0,81.2,165.3,6.29,51.1,37.5,50.0,9.0,9.0,10.0,10.94,38,Furrow,0,Leaf Blight,0.76,Severe,10280,50.0
FDP-00136,Wheat,West Bengal,Kharif,Black Cotton,22.0,68.2,115.5,5.96,42.0,45.7,56.9,19.7,4.1,8.1,12.29,42,Rainfed,1,Rust Disease,0.618,Moderate,3289,29.3
FDP-00137,Sorghum,Jharkhand,Zaid,Sandy Loam,30.3,79.1,110.42,6.33,44.9,40.9,43.2,12.5,10.8,2.7,12.46,21,Flood,0,Bacterial Wilt,0.828,Severe,9630,68.6
FDP-00138,Soybean,Bihar,Rabi,Silty Clay,28.4,80.7,152.88,6.21,61.4,29.5,38.1,12.6,10.3,16.2,23.91,68,Flood,1,Leaf Blight,0.828,Severe,11729,57.1
FDP-00139,Sorghum,Karnataka,Rabi,Silty Clay,23.9,56.8,89.91,7.21,84.5,56.7,84.4,17.2,11.2,11.8,15.54,54,Flood,0,Healthy,0.04,None,0,0.0
FDP-00140,Wheat,Maharashtra,Kharif,Loam,19.0,75.2,104.93,6.36,48.5,54.2,53.3,3.0,4.7,13.2,2.27,113,Sprinkler,0,Rust Disease,0.503,Moderate,2982,20.2
FDP-00141,Maize,West Bengal,Kharif,Sandy,28.6,73.5,164.01,5.98,38.0,40.6,49.4,8.1,4.2,2.4,24.21,105,Furrow,0,Bacterial Wilt,0.691,Moderate,7472,40.2
FDP-00142,Wheat,Bihar,Rabi,Sandy Loam,26.2,56.7,87.39,6.39,90.0,57.8,68.3,16.1,10.2,11.9,13.49,24,Furrow,1,Healthy,0.043,None,0,0.0
FDP-00143,Soybean,Gujarat,Rabi,Sandy Loam,21.9,64.6,50.57,7.09,70.2,50.5,60.6,4.9,6.7,16.8,6.0,17,Flood,1,Powdery Mildew,0.861,Severe,23076,74.1
FDP-00144,Rice,Punjab,Rabi,Red Laterite,26.8,83.1,147.56,6.69,41.1,36.2,45.9,22.4,9.2,5.9,20.49,46,Furrow,1,Anthracnose,0.58,Moderate,2644,29.9
FDP-00145,Cotton,Telangana,Kharif,Loam,29.7,83.7,168.78,6.65,53.3,41.8,51.4,6.1,8.4,17.7,23.47,36,Furrow,0,Leaf Blight,0.743,Moderate,6346,32.7
FDP-00146,Cotton,Odisha,Rabi,Black Cotton,27.0,89.2,182.63,5.82,50.9,44.7,47.6,18.9,8.3,11.0,12.95,97,Flood,0,Anthracnose,0.372,Mild,1024,8.0
FDP-00147,Rice,Karnataka,Kharif,Red Laterite,20.9,66.2,135.07,6.35,60.0,46.4,51.7,2.2,6.0,13.3,24.8,78,Furrow,1,Rust Disease,0.832,Severe,22709,68.8
FDP-00148,Sorghum,Karnataka,Rabi,Red Laterite,25.0,64.0,79.41,6.6,58.9,52.2,54.8,16.2,5.5,7.0,19.7,55,Rainfed,0,Mosaic Virus,0.348,Mild,1405,14.5
FDP-00149,Sorghum,West Bengal,Kharif,Loam,15.7,90.0,173.84,6.72,46.8,37.1,40.6,9.0,11.0,17.9,9.52,24,Rainfed,1,Downy Mildew,0.616,Moderate,2466,29.2
FDP-00150,Rice,West Bengal,Zaid,Silty Clay,29.3,89.7,165.01,6.31,56.2,29.2,37.2,18.0,4.0,11.5,9.21,64,Furrow,1,Leaf Blight,0.688,Moderate,2336,31.2
FDP-00151,Tomato,Bihar,Rabi,Silty Clay,14.9,98.5,181.19,6.56,56.5,45.0,55.3,17.6,10.4,5.6,20.71,79,Drip,0,Downy Mildew,0.615,Moderate,4813,44.6
FDP-00152,Maize,Tamil Nadu,Kharif,Clay,27.0,49.1,99.94,6.71,77.0,64.6,76.4,20.1,8.1,8.5,4.11,71,Furrow,1,Healthy,0.052,None,0,0.0
FDP-00153,Cotton,Gujarat,Rabi,Sandy,23.8,44.7,98.62,6.72,90.1,64.2,63.2,16.6,10.3,3.0,10.54,114,Furrow,1,Healthy,0.005,None,0,0.0
FDP-00154,Cotton,Punjab,Kharif,Loam,23.1,73.1,141.77,6.72,61.5,39.6,46.0,9.7,4.2,1.4,20.88,86,Sprinkler,1,Rust Disease,0.476,Mild,1844,19.5
FDP-00155,Maize,Andhra Pradesh,Rabi,Sandy Loam,20.2,66.2,126.46,6.21,49.8,33.2,55.5,12.5,7.9,3.3,2.47,99,Sprinkler,0,Rust Disease,0.517,Moderate,7374,37.5
FDP-00156,Sorghum,Madhya Pradesh,Zaid,Sandy Loam,22.1,59.9,67.72,7.55,57.0,44.0,60.2,16.0,5.1,13.8,16.6,86,Sprinkler,1,Powdery Mildew,0.869,Severe,11062,67.6
FDP-00157,Cotton,Madhya Pradesh,Kharif,Loam,22.8,59.0,41.22,6.72,58.5,49.6,62.8,12.3,10.2,2.1,12.45,38,Sprinkler,0,Powdery Mildew,0.963,Severe,23934,51.7
FDP-00158,Maize,Odisha,Kharif,Loam,27.7,57.9,137.68,5.75,40.9,32.9,42.6,23.5,4.4,8.1,6.87,115,Furrow,0,Fusarium Wilt,0.84,Severe,9236,68.2
FDP-00159,Sorghum,Gujarat,Kharif,Silty Clay,28.3,58.7,100.38,6.41,58.1,42.3,43.1,4.6,5.2,4.8,6.65,34,Flood,0,Mosaic Virus,0.882,Severe,13424,70.2
FDP-00160,Cotton,Maharashtra,Zaid,Black Cotton,26.9,53.3,119.14,6.5,80.4,62.9,74.6,3.6,9.7,10.2,2.5,71,Rainfed,1,Healthy,0.023,None,0,0.0
FDP-00161,Sugarcane,Karnataka,Kharif,Loam,23.2,40.3,107.28,6.98,64.2,53.3,74.1,3.4,8.1,14.7,11.75,88,Rainfed,1,Healthy,0.077,None,0,0.0
FDP-00162,Barley,Haryana,Zaid,Sandy,20.1,87.8,173.36,6.34,41.9,35.6,53.1,6.7,11.0,16.0,21.83,119,Furrow,0,Downy Mildew,0.397,Mild,1012,5.8
FDP-00163,Cotton,Tamil Nadu,Zaid,Sandy Loam,19.5,81.0,279.44,5.47,36.4,46.0,36.5,20.9,7.0,14.2,24.13,81,Sprinkler,0,Root Rot,0.359,Mild,828,9.1
FDP-00164,Maize,Jharkhand,Rabi,Sandy Loam,23.7,88.0,161.65,6.31,43.6,48.4,53.8,20.4,7.2,16.6,13.56,43,Sprinkler,1,Anthracnose,0.951,Severe,21595,46.9
FDP-00165,Tomato,Rajasthan,Rabi,Sandy Loam,20.8,84.0,228.55,5.84,35.5,28.0,30.2,12.1,8.9,2.4,22.12,43,Sprinkler,0,Root Rot,0.952,Severe,18986,72.7
FDP-00166,Potato,Odisha,Rabi,Black Cotton,25.7,52.6,123.54,6.73,83.0,52.9,72.9,22.3,7.4,3.8,0.81,32,Rainfed,1,Healthy,0.062,None,0,0.0
FDP-00167,Wheat,Odisha,Rabi,Clay,27.0,98.3,215.46,6.11,48.6,35.4,49.5,20.8,8.3,13.1,8.2,34,Drip,1,Anthracnose,0.843,Severe,15786,55.5
FDP-00168,Soybean,Andhra Pradesh,Zaid,Red Laterite,24.5,58.0,98.03,6.22,75.9,68.6,69.8,9.7,5.4,13.1,20.74,73,Drip,0,Healthy,0.084,None,0,0.0
FDP-00169,Barley,West Bengal,Kharif,Black Cotton,19.6,86.0,236.94,5.19,46.9,28.4,41.1,10.1,10.7,9.0,24.49,88,Flood,0,Root Rot,0.504,Moderate,2012,35.4
FDP-00170,Soybean,Karnataka,Kharif,Black Cotton,27.5,48.7,105.41,6.46,87.9,56.9,71.3,6.0,10.8,4.9,21.01,25,Drip,1,Healthy,0.095,None,0,0.0
FDP-00171,Barley,Gujarat,Zaid,Sandy Loam,21.5,81.9,254.21,6.15,31.7,26.6,37.6,22.0,10.1,14.4,16.79,75,Rainfed,0,Root Rot,0.987,Severe,16311,71.2
FDP-00172,Rice,Tamil Nadu,Rabi,Clay,30.3,84.2,168.97,6.42,62.7,36.7,41.8,12.6,10.9,10.3,9.82,99,Furrow,0,Leaf Blight,0.815,Severe,18895,49.7
FDP-00173,Cotton,Odisha,Zaid,Clay,29.1,82.1,183.3,6.3,54.7,35.0,50.5,19.3,10.4,1.3,24.09,114,Rainfed,1,Leaf Blight,0.742,Moderate,3104,21.6
FDP-00174,Sugarcane,Maharashtra,Kharif,Loam,15.5,86.9,236.2,6.32,52.2,36.8,54.2,4.2,5.9,1.2,11.98,20,Drip,0,Downy Mildew,0.521,Moderate,4540,32.9
FDP-00175,Barley,Uttar Pradesh,Rabi,Loam,30.3,61.9,98.93,5.14,48.0,42.5,39.5,20.3,4.3,10.9,24.89,111,Sprinkler,0,Fusarium Wilt,0.55,Moderate,2391,41.6
FDP-00176,Rice,Jharkhand,Rabi,Sandy,29.7,82.8,204.05,6.02,51.6,43.2,50.4,22.2,8.6,9.8,11.05,66,Rainfed,1,Leaf Blight,0.537,Moderate,3530,32.4
FDP-00177,Barley,Punjab,Rabi,Red Laterite,18.9,79.9,267.04,5.96,36.7,34.8,43.1,15.6,9.6,5.0,13.05,108,Drip,1,Root Rot,0.601,Moderate,3478,33.6
FDP-00178,Rice,Madhya Pradesh,Rabi,Black Cotton,32.2,81.5,153.92,6.79,48.8,38.2,50.7,19.1,8.1,11.8,2.24,54,Furrow,1,Leaf Blight,0.802,Severe,13460,69.1
FDP-00179,Wheat,Jharkhand,Zaid,Red Laterite,28.8,77.0,159.71,6.24,47.1,33.5,39.3,16.0,6.2,4.5,13.16,60,Sprinkler,1,Leaf Blight,0.748,Moderate,2469,21.9
FDP-00180,Cotton,Tamil Nadu,Zaid,Red Laterite,19.9,73.5,104.96,6.33,60.3,31.6,53.2,23.4,7.2,2.5,15.62,101,Drip,0,Rust Disease,0.4,Mild,1744,15.2
FDP-00181,Maize,Telangana,Kharif,Clay,22.5,56.0,60.76,7.01,72.7,47.1,53.4,11.7,7.3,16.4,17.99,97,Sprinkler,1,Powdery Mildew,0.568,Moderate,6646,20.8
FDP-00182,Sugarcane,Bihar,Rabi,Loam,22.5,45.9,114.92,6.63,81.0,70.7,76.0,4.6,7.1,8.8,9.54,112,Furrow,0,Healthy,0.014,None,0,0.0
FDP-00183,Cotton,Maharashtra,Zaid,Loam,29.6,78.4,171.72,6.27,48.5,33.7,48.5,17.6,6.9,11.1,0.75,29,Flood,0,Leaf Blight,0.649,Moderate,5170,42.8
FDP-00184,Potato,Maharashtra,Zaid,Sandy,25.7,55.5,103.89,6.99,81.9,55.9,72.4,22.8,4.5,10.1,3.98,93,Rainfed,1,Healthy,0.02,None,0,0.0
FDP-00185,Rice,Jharkhand,Rabi,Clay,24.9,51.6,97.86,6.28,76.3,60.6,71.1,9.9,9.8,12.1,21.22,106,Drip,1,Healthy,0.081,None,0,0.0
FDP-00186,Cotton,Tamil Nadu,Zaid,Loam,27.3,66.8,155.51,5.1,47.9,38.3,36.6,12.3,10.4,15.0,21.51,23,Sprinkler,1,Fusarium Wilt,0.896,Severe,13704,72.8
FDP-00187,Rice,Haryana,Kharif,Red Laterite,19.8,90.9,276.45,4.92,45.1,21.7,40.2,10.6,5.3,8.3,3.99,45,Drip,1,Root Rot,0.553,Moderate,6688,29.2
FDP-00188,Barley,Jharkhand,Kharif,Silty Clay,18.3,89.0,225.99,6.94,55.6,32.2,44.0,11.4,6.5,12.5,15.34,26,Sprinkler,0,Downy Mildew,0.579,Moderate,7873,38.0
FDP-00189,Soybean,Haryana,Zaid,Sandy Loam,17.9,85.0,249.12,5.59,32.8,32.1,32.6,13.6,11.7,7.5,1.46,55,Rainfed,0,Root Rot,0.626,Moderate,6238,28.6
FDP-00190,Barley,Haryana,Zaid,Silty Clay,27.0,64.6,88.22,6.69,65.7,45.8,50.8,4.7,11.6,6.3,22.27,113,Rainfed,0,Mosaic Virus,0.652,Moderate,2453,40.8
FDP-00191,Potato,Rajasthan,Kharif,Clay,22.0,89.0,246.42,5.65,28.3,24.4,29.0,14.7,8.3,14.0,20.92,105,Sprinkler,0,Root Rot,0.963,Severe,17307,74.6
FDP-00192,Barley,Karnataka,Rabi,Clay,30.2,75.0,161.43,6.05,45.9,36.5,44.7,8.2,11.7,10.5,9.01,53,Furrow,0,Leaf Blight,0.749,Moderate,6848,43.5
FDP-00193,Sorghum,Rajasthan,Zaid,Silty Clay,23.2,53.5,134.57,6.52,63.1,58.1,77.3,16.3,5.6,7.7,1.47,87,Drip,0,Healthy,0.008,None,0,0.0
FDP-00194,Sorghum,Maharashtra,Rabi,Black Cotton,28.3,98.5,159.92,6.08,50.2,43.8,48.1,5.0,10.3,3.1,19.96,113,Furrow,1,Anthracnose,0.747,Moderate,6079,42.2
FDP-00195,Potato,Telangana,Rabi,Clay,21.0,86.0,262.57,5.49,44.1,29.7,26.1,8.6,5.6,14.0,9.97,118,Sprinkler,1,Root Rot,0.617,Moderate,7641,21.5
FDP-00196,Sugarcane,Rajasthan,Rabi,Clay,25.1,49.3,81.38,7.35,61.5,47.2,59.2,21.0,10.1,10.7,23.92,92,Sprinkler,0,Powdery Mildew,0.903,Severe,18463,70.7
FDP-00197,Soybean,Rajasthan,Kharif,Red Laterite,26.7,64.2,91.43,7.03,59.0,25.3,56.3,2.4,7.8,12.7,18.21,80,Sprinkler,0,Mosaic Virus,0.469,Mild,750,9.0
FDP-00198,Rice,Gujarat,Kharif,Loam,25.3,49.3,106.78,6.51,70.8,55.8,75.7,6.8,11.7,1.2,24.95,93,Flood,1,Healthy,0.096,None,0,0.0
FDP-00199,Cotton,Rajasthan,Zaid,Black Cotton,26.6,89.6,219.34,6.17,43.8,40.0,52.2,17.1,10.1,15.4,15.53,39,Rainfed,0,Anthracnose,0.997,Severe,23296,62.5
FDP-00200,Wheat,West Bengal,Kharif,Sandy,31.3,82.4,152.95,6.21,45.0,33.6,46.7,10.0,4.9,14.7,23.72,73,Flood,0,Leaf Blight,0.708,Moderate,2398,21.3
FDP-00201,Sugarcane,Uttar Pradesh,Rabi,Silty Clay,16.8,88.4,250.04,5.23,41.3,34.7,27.0,7.3,6.2,14.7,23.27,28,Flood,1,Root Rot,0.918,Severe,19985,71.7
FDP-00202,Soybean,West Bengal,Kharif,Silty Clay,28.7,86.0,170.15,6.18,36.6,41.2,40.3,24.5,8.8,7.1,16.37,39,Furrow,1,Leaf Blight,0.502,Moderate,5164,32.6
FDP-00203,Potato,Andhra Pradesh,Zaid,Black Cotton,10.0,90.6,260.02,6.91,48.7,32.5,49.0,20.9,10.4,10.4,13.24,30,Drip,0,Downy Mildew,0.576,Moderate,4777,33.9
FDP-00204,Maize,West Bengal,Kharif,Silty Clay,28.4,84.1,162.28,6.24,38.2,33.4,45.1,16.5,4.4,13.7,8.28,66,Drip,0,Leaf Blight,0.327,Mild,1961,10.0
FDP-00205,Sugarcane,Jharkhand,Kharif,Silty Clay,20.0,87.5,239.07,5.55,42.3,25.7,31.7,10.3,6.2,15.3,8.18,80,Sprinkler,0,Root Rot,0.952,Severe,18437,50.7
FDP-00206,Potato,West Bengal,Zaid,Loam,28.5,71.3,123.87,5.78,41.7,34.8,39.5,4.1,9.5,9.4,10.0,80,Furrow,1,Fusarium Wilt,0.51,Moderate,2136,29.2
FDP-00207,Soybean,Telangana,Zaid,Loam,34.6,81.4,159.31,6.77,45.6,38.7,38.9,20.0,9.2,1.8,9.32,107,Furrow,0,Bacterial Wilt,0.632,Moderate,7370,39.6
FDP-00208,Sorghum,Uttar Pradesh,Kharif,Black Cotton,15.4,90.0,220.04,6.02,34.1,32.2,38.9,10.5,4.4,14.0,10.7,89,Flood,1,Downy Mildew,0.667,Moderate,7907,35.5
FDP-00209,Maize,Uttar Pradesh,Zaid,Clay,27.5,66.5,106.41,6.47,61.9,42.1,56.4,16.0,6.4,3.3,16.47,88,Flood,0,Mosaic Virus,0.313,Mild,1142,11.3
FDP-00210,Tomato,Telangana,Rabi,Silty Clay,21.2,55.7,61.25,6.6,71.0,42.2,61.2,22.5,6.3,7.3,1.92,93,Drip,1,Powdery Mildew,0.794,Severe,24996,52.3
FDP-00211,Sugarcane,Rajasthan,Zaid,Sandy,30.1,78.3,193.52,6.12,48.5,31.7,32.6,14.2,8.8,1.2,11.87,37,Furrow,1,Leaf Blight,0.54,Moderate,4902,36.9
FDP-00212,Potato,Maharashtra,Zaid,Sandy,26.7,65.1,105.03,6.45,62.4,46.7,56.7,14.0,11.8,3.1,0.92,46,Furrow,1,Mosaic Virus,0.509,Moderate,4438,39.3
FDP-00213,Sugarcane,Rajasthan,Rabi,Sandy,33.0,80.0,132.92,6.01,45.7,46.5,35.3,2.0,6.4,12.0,24.37,86,Sprinkler,1,Bacterial Wilt,0.385,Mild,1885,13.1
FDP-00214,Soybean,Telangana,Rabi,Red Laterite,24.6,65.9,99.47,6.69,64.9,33.2,47.7,3.5,5.8,5.2,12.36,33,Drip,1,Mosaic Virus,0.501,Moderate,7850,22.0
FDP-00215,Potato,Maharashtra,Zaid,Sandy,24.7,94.4,200.56,6.08,40.1,33.9,45.3,16.3,10.3,10.8,4.1,40,Furrow,1,Anthracnose,0.787,Severe,12498,48.8
FDP-00216,Tomato,Karnataka,Kharif,Sandy Loam,30.8,79.6,162.8,6.91,38.2,32.8,35.2,23.1,6.3,9.0,22.31,82,Flood,0,Bacterial Wilt,0.337,Mild,1346,10.0
FDP-00217,Maize,Jharkhand,Kharif,Silty Clay,19.5,88.1,222.16,6.2,28.1,30.9,45.1,3.8,6.2,14.7,11.76,35,Rainfed,1,Root Rot,0.634,Moderate,3633,38.9
FDP-00218,Potato,Jharkhand,Zaid,Sandy Loam,30.0,73.3,213.34,5.89,48.2,35.0,50.9,24.1,5.6,17.2,24.87,113,Furrow,0,Leaf Blight,0.463,Mild,1980,17.8
FDP-00219,Maize,Haryana,Rabi,Red Laterite,22.3,54.4,133.74,6.41,81.3,55.6,72.8,19.4,5.3,9.1,18.1,19,Rainfed,1,Healthy,0.019,None,0,0.0
FDP-00220,Potato,Madhya Pradesh,Kharif,Sandy Loam,31.5,80.5,114.13,5.85,48.1,46.2,44.6,13.5,4.1,1.2,9.25,87,Sprinkler,0,Bacterial Wilt,0.499,Mild,1813,13.1
FDP-00221,Maize,Madhya Pradesh,Zaid,Sandy,17.9,90.0,279.41,5.35,34.8,31.3,32.8,13.1,9.3,3.0,7.58,39,Sprinkler,0,Root Rot,0.414,Mild,1439,14.7
FDP-00222,Wheat,Telangana,Zaid,Loam,31.4,80.6,136.38,5.98,53.8,45.8,39.0,23.1,11.6,10.8,9.25,52,Flood,0,Bacterial Wilt,0.728,Moderate,7232,42.4
FDP-00223,Barley,Gujarat,Rabi,Sandy Loam,14.6,92.6,134.33,6.8,40.4,38.7,45.1,7.1,4.3,1.6,4.79,100,Flood,0,Downy Mildew,0.987,Severe,23645,56.3
FDP-00224,Potato,Bihar,Rabi,Clay,23.4,50.8,111.44,6.78,83.9,73.2,59.6,13.9,10.1,5.8,9.15,111,Sprinkler,1,Healthy,0.03,None,0,0.0
FDP-00225,Wheat,Rajasthan,Rabi,Black Cotton,31.1,81.3,137.45,6.88,35.3,37.4,35.2,9.6,10.8,4.5,2.24,103,Drip,0,Bacterial Wilt,0.767,Severe,23250,55.7
FDP-00226,Barley,Madhya Pradesh,Zaid,Red Laterite,23.6,47.0,51.99,7.15,62.7,54.7,51.3,19.7,9.2,3.6,21.96,103,Sprinkler,0,Powdery Mildew,0.557,Moderate,3809,25.5
FDP-00227,Maize,Andhra Pradesh,Rabi,Black Cotton,22.0,53.8,91.6,6.73,82.3,56.8,65.5,24.4,5.8,6.2,7.95,62,Furrow,1,Healthy,0.091,None,0,0.0
FDP-00228,Tomato,Telangana,Kharif,Black Cotton,16.1,92.3,161.71,6.72,50.2,26.4,41.6,9.5,9.7,14.9,4.95,91,Furrow,0,Downy Mildew,0.613,Moderate,7765,29.0
FDP-00229,Rice,West Bengal,Kharif,Red Laterite,26.3,86.5,184.07,6.47,57.6,43.2,48.0,18.3,5.3,14.3,14.8,79,Furrow,0,Anthracnose,0.676,Moderate,3347,28.2
FDP-00230,Rice,Tamil Nadu,Zaid,Clay,18.7,90.2,199.9,5.85,31.7,28.1,36.3,13.8,8.1,7.3,23.36,89,Drip,1,Root Rot,0.929,Severe,22597,73.3
FDP-00231,Barley,Andhra Pradesh,Rabi,Sandy,23.9,64.4,46.79,7.6,61.5,50.4,61.4,8.3,10.5,4.3,8.96,22,Sprinkler,1,Powdery Mildew,0.806,Severe,20974,53.9
FDP-00232,Tomato,Uttar Pradesh,Zaid,Sandy Loam,25.7,54.3,112.98,6.86,91.2,60.0,74.5,10.8,5.3,14.4,18.49,69,Drip,1,Healthy,0.054,None,0,0.0
FDP-00233,Rice,Madhya Pradesh,Rabi,Sandy Loam,24.5,52.2,74.7,6.66,85.9,63.8,73.3,3.2,8.0,13.2,21.63,67,Flood,0,Healthy,0.077,None,0,0.0
FDP-00234,Soybean,Bihar,Rabi,Sandy,29.1,72.5,109.48,4.78,48.9,29.7,35.7,8.7,11.0,12.4,20.02,63,Drip,1,Fusarium Wilt,0.778,Severe,12357,67.9
FDP-00235,Maize,West Bengal,Zaid,Sandy,31.1,76.8,205.3,6.32,47.5,38.3,37.1,9.1,6.8,11.6,8.68,31,Drip,0,Leaf Blight,0.829,Severe,17776,61.2
FDP-00236,Soybean,Odisha,Zaid,Sandy,32.4,74.9,170.67,6.03,33.6,31.0,49.7,3.3,7.0,17.1,16.22,44,Rainfed,0,Bacterial Wilt,0.542,Moderate,4258,24.7
FDP-00237,Rice,Karnataka,Kharif,Red Laterite,28.9,72.2,88.4,6.42,52.2,44.0,46.9,11.9,11.8,2.1,13.21,68,Flood,0,Mosaic Virus,0.444,Mild,706,13.9
FDP-00238,Wheat,Uttar Pradesh,Kharif,Black Cotton,21.4,58.8,40.76,7.3,66.9,36.7,52.1,11.1,6.1,4.5,12.33,66,Flood,1,Powdery Mildew,0.678,Moderate,2462,23.5
FDP-00239,Tomato,Rajasthan,Zaid,Silty Clay,27.5,65.0,124.15,5.52,38.3,33.5,37.3,15.8,9.0,12.0,7.05,88,Flood,1,Fusarium Wilt,0.511,Moderate,3173,44.6
FDP-00240,Soybean,Uttar Pradesh,Rabi,Loam,19.5,90.9,211.72,5.77,46.5,24.4,30.4,15.7,10.9,17.1,3.09,86,Rainfed,0,Root Rot,0.689,Moderate,2384,44.3
FDP-00241,Soybean,Tamil Nadu,Zaid,Loam,25.9,88.9,210.42,5.56,53.6,44.3,46.2,15.4,6.0,8.7,23.96,68,Flood,1,Anthracnose,0.51,Moderate,3506,38.9
FDP-00242,Tomato,Tamil Nadu,Rabi,Red Laterite,19.9,92.2,238.86,5.69,31.6,29.9,34.1,4.1,10.0,16.5,11.13,33,Drip,1,Root Rot,0.694,Moderate,5412,33.9
FDP-00243,Tomato,Rajasthan,Rabi,Clay,24.3,45.8,129.16,7.1,71.4,64.6,66.6,6.6,11.0,13.6,0.84,97,Rainfed,0,Healthy,0.085,None,0,0.0
FDP-00244,Tomato,Gujarat,Kharif,Loam,25.4,49.2,88.49,6.52,74.5,59.6,65.2,18.9,8.9,12.4,2.49,101,Drip,0,Healthy,0.019,None,0,0.0
FDP-00245,Barley,Maharashtra,Kharif,Sandy,17.0,91.6,202.53,6.75,50.3,28.8,49.3,14.0,4.5,7.3,23.06,57,Drip,1,Downy Mildew,0.448,Mild,889,19.4
FDP-00246,Sugarcane,Andhra Pradesh,Kharif,Black Cotton,26.5,57.0,139.4,6.55,70.8,62.0,74.8,20.1,7.6,11.7,6.59,105,Rainfed,0,Healthy,0.092,None,0,0.0
FDP-00247,Potato,West Bengal,Rabi,Sandy,19.0,94.7,316.42,5.24,34.3,34.3,33.1,8.9,8.0,2.0,12.53,98,Sprinkler,1,Root Rot,0.483,Mild,1550,18.2
FDP-00248,Sugarcane,Rajasthan,Rabi,Clay,22.9,57.5,64.44,6.58,65.4,45.9,55.9,3.6,5.5,12.3,22.1,55,Drip,1,Powdery Mildew,0.694,Moderate,3812,38.5
FDP-00249,Barley,Tamil Nadu,Zaid,Silty Clay,26.0,56.5,94.48,6.6,72.8,54.5,89.7,10.2,6.8,15.1,19.84,68,Flood,1,Healthy,0.02,None,0,0.0
FDP-00250,Sorghum,West Bengal,Kharif,Sandy,27.1,54.8,95.75,6.72,82.2,60.6,55.2,23.6,11.0,2.7,10.12,98,Sprinkler,1,Healthy,0.076,None,0,0.0
FDP-00251,Sugarcane,Tamil Nadu,Rabi,Clay,20.3,99.9,262.25,5.4,42.9,32.4,37.1,12.1,8.9,3.7,17.0,116,Flood,1,Root Rot,0.398,Mild,1619,12.3
FDP-00252,Barley,West Bengal,Zaid,Sandy Loam,26.0,89.8,175.5,5.86,45.8,43.2,52.9,13.8,5.3,2.4,0.97,19,Drip,0,Anthracnose,0.835,Severe,21513,49.8
FDP-00253,Rice,Uttar Pradesh,Zaid,Clay,18.8,68.7,115.66,6.17,66.7,45.0,44.5,7.0,11.7,11.5,14.14,42,Sprinkler,1,Rust Disease,0.342,Mild,1806,15.0
FDP-00254,Sugarcane,Uttar Pradesh,Zaid,Sandy,19.1,67.1,82.4,6.72,54.8,37.4,55.6,13.5,7.3,15.8,15.97,15,Drip,1,Rust Disease,0.312,Mild,1979,9.1
FDP-00255,Wheat,Tamil Nadu,Zaid,Red Laterite,27.3,70.4,101.49,5.59,37.3,30.1,35.0,11.0,11.2,4.5,12.94,101,Flood,1,Fusarium Wilt,0.375,Mild,697,12.9
FDP-00256,Sorghum,Odisha,Zaid,Loam,26.1,51.3,99.16,7.41,72.6,69.8,76.6,7.8,4.1,13.3,13.62,60,Rainfed,1,Healthy,0.008,None,0,0.0
FDP-00257,Sugarcane,Tamil Nadu,Zaid,Clay,25.6,89.1,198.58,6.41,53.9,33.9,39.8,21.7,11.1,8.9,2.35,43,Drip,1,Anthracnose,0.758,Severe,9038,48.3
FDP-00258,Barley,Karnataka,Rabi,Sandy Loam,22.7,66.2,45.43,6.99,60.4,52.4,44.4,24.3,4.5,12.0,2.32,16,Drip,0,Powdery Mildew,0.65,Moderate,5554,36.1
FDP-00259,Rice,Maharashtra,Zaid,Sandy Loam,32.0,80.5,128.09,6.4,45.8,30.6,43.9,10.5,7.7,13.3,16.59,42,Sprinkler,1,Leaf Blight,0.333,Mild,652,15.3
FDP-00260,Barley,Uttar Pradesh,Zaid,Black Cotton,29.7,85.2,146.56,6.2,50.0,41.0,51.4,14.6,4.5,14.0,14.8,37,Drip,1,Leaf Blight,0.973,Severe,12724,71.3
FDP-00261,Soybean,Haryana,Kharif,Loam,33.0,80.8,141.68,6.84,47.7,32.5,50.7,5.9,5.6,16.1,18.87,87,Furrow,0,Bacterial Wilt,0.884,Severe,20751,68.7
